"sch_id","x","y","stunted","underweight","stunting.z","stunting.p","wasting.z","wasting.p","stunt.hi","under.hi"
1077,39.4851,-4.46781,0.3541667,0.2916667,1.54619809932864,0.122056732415101,0.124477228797292,0.900937428930877,0,0
1078,39.4103,-4.54799,0.3409091,0.5,0.336693025836424,0.736348321306959,0.870021598354799,0.384288601057958,0,0
1079,39.4298,-4.49814,0.08,0.16,-1.66911864897579,0.0950938681044805,-0.888421598675585,0.374314011469576,0,0
1080,39.3978,-4.52407,0.2678571,0.2307692,0.336693025836424,0.736348321306959,0.870021598354799,0.384288601057958,0,0
1081,39.4173,-4.5281,0.1714286,0.1818182,-0.658720088206999,0.510075530865101,0.0852534202292102,0.93205992192455,0,0
1082,39.3122,-4.39595,0.3,0.3333333,0.00463615136202009,0.996300899658052,-0.38789535964172,0.698093472272308,0,0
1083,39.3018,-4.25758,0.4074074,0.1304348,2.47112003828796,0.0134690598908605,-0.996337078396136,0.319086393964259,1,0
1084,39.279,-4.35792,0.1875,0.0526316,0.306690776872599,0.759078750685736,-0.450367286721976,0.652445628933849,0,0
1085,39.2993,-4.39188,0.1764706,0.173913,-0.658972425431409,0.509913475856667,-0.869225074013268,0.384724035372397,0,0
1086,39.2852,-4.25644,0.3636364,0.25,2.47112003828796,0.0134690598908605,-0.996337078396136,0.319086393964259,1,0
1087,39.2539,-4.25076,0.3454545,0.0833333,2.47112003828796,0.0134690598908605,-0.996337078396136,0.319086393964259,1,0
1088,39.2586,-4.30427,0.372549,0.3125,1.376626489112,0.168627756840267,-1.28032533661167,0.200430740517152,0,0
1089,39.2302,-4.37297,0.2083333,0.1818182,-0.189323080148682,0.849839607082243,-0.576824465936678,0.56405804027285,0,0
1090,39.4843,-4.29414,0.3818182,0.3571429,0.276142543815719,0.782438585300365,0.124477228797292,0.900937428930877,0,0
1091,39.3594,-4.35176,0.2291667,0.125,0.290235104977789,0.771636381576025,-0.955760548494039,0.339193224260025,0,0
1092,39.3826,-4.32501,0.4117647,0.3181818,0.344734470678224,0.730294001043225,0.190062312989749,0.849260301616564,0,0
1093,39.4085,-4.33726,0.2285714,0.3888889,-0.173710025454912,0.862093358144042,0.418192597328583,0.675806307710765,0,0
1094,39.3153,-4.35199,0.4901961,0.5454546,0.687912598169278,0.491507822620142,-0.0597228279554364,0.952376390105334,0,0
1095,39.3972,-4.34653,0.1923077,0.2692308,-0.173710025454912,0.862093358144042,0.418192597328583,0.675806307710765,0,0
1096,39.3376,-4.33739,0.2765957,0.2608696,2.06636466014907,0.0387940602068729,0.731021268594465,0.46476616200081,1,0
1097,39.4033,-4.37808,0.22,0.2272727,-1.27033724264083,0.203964527455571,0.75265203464279,0.451659040255637,0,0
1098,39.3624,-4.37986,0.1333333,0.0833333,0.04683370409255,0.96264576651497,-1.3505241276746,0.176847919667143,0,0
1099,39.455,-4.34149,0.244898,0.2727273,-0.730195229154331,0.465270858344181,-0.359633119984006,0.719121512334759,0,0
1100,39.4168,-4.35742,0.125,0.1875,-1.12813551140793,0.259262693844321,0.0863666960167837,0.931174920706605,0,0
1101,39.4308,-4.31551,0.1818182,0.3,-1.05642346213945,0.290774791543762,0.364590010694966,0.715417472629384,0,0
